filename,b_bgr_mean,g_bgr_mean,r_bgr_mean,h_hsv_mean,s_hsv_mean,v_hsv_mean,l_lab_mean,a_lab_mean,b_lab_mean,b_bgr_std,g_bgr_std,r_bgr_std,h_hsv_std,s_hsv_std,v_hsv_std,l_lab_std,a_lab_std,b_lab_std,image,page,color,index
4386.jpg,141.67107145863142,143.06754481945964,96.83759784529921,69.93662149650703,128.55214207558285,162.83402070532784,146.01146788990826,116.79086356367308,125.5289748337682,41.96974979584292,29.463367806966698,62.31517585422108,42.246965075313646,65.97096901259351,36.62808642045793,28.54529428937137,17.84379282925764,18.863191347979622,"https://lh3.googleusercontent.com/ci/AC_FhM8heDo4etkCc8CGl3w4FNnlLFjCbx0RDmdQXNAJcZs16npMU1HaSGjdhiO53HIjR6j0hx0UiCY=w218-c-h218-fcrop64=1,1cdd0000e321ffff-rw-v1",https://artsandculture.google.com/asset/paysans-sortant-et-allant-au-marche-philome-obin/uwHgyIvTDpzwHQ,TEAL,4386
13554.jpg,58.198594394411245,58.19303930645569,58.198594394411245,0.8332631933338944,0.014792525881659793,58.198594394411245,60.68756838649945,128.0,127.99631765002945,38.69797842164272,38.6905189276413,38.69797842164272,11.148773540199576,0.2010305520385935,38.69797842164272,41.913164844048296,0.0,0.060570539614847076,"https://lh3.googleusercontent.com/ci/AC_FhM-896SREWjJxrMZ5X4Wz1AdtiEEAyF8Y5eFIRzPdj6_9mC7nAMydhRw3oq9BszMEcMt_P6ouf0=w218-c-h218-fcrop64=1,000011c1ffffdb44-rw-v1",https://artsandculture.google.com/asset/melpomene-joseph-fagnani/TQEJVnj1B3r7IA,BLACK,13554
4540.jpg,95.56754481945964,101.74269842605841,97.34910781920713,50.62360070701119,58.40627893274977,106.33044356535645,106.16189714670482,125.541999831664,131.28158404174732,55.204995575678254,52.26335995509306,45.82893132864029,33.218161253260504,41.77484417151572,51.80568406542499,54.76794292891987,3.4067753590864367,6.5196862871426235,https://lh3.googleusercontent.com/ci/AC_FhM-MudE6ndFmAM0S_BsUxJ-6jEGWJuvDzJZKRxX47d1ikO0yeVr1wOmZXEkPZpWSB12jYQgStami=w218-c-h218-rw-v1,https://artsandculture.google.com/asset/the-huis-ten-bosch-at-the-hague-and-its-formal-garden-view-from-the-east-jan-van-der-heyden/KAFv_F7bc4Uk3Q,TEAL,4540
385.jpg,140.44735291642118,159.82577224139382,170.60243245518055,21.015381701876947,55.41303341469573,170.61385826108912,167.02045282383637,128.96035687231713,139.852748085178,60.81827885966201,58.0304121183334,54.98272837876638,18.66059429824091,38.84726283961346,54.986245020972845,56.810588243905016,2.3046398946306454,6.30997531428448,https://lh3.googleusercontent.com/ci/AC_FhM_19DXIL37soDj88xLcJypROfKNLOSvkOKEAKqcc_lIyvz8G7L6tOtpCaFKTi3R4WxcWn0FfBY=w218-c-h218-rw-v1,https://artsandculture.google.com/asset/the-muskrat-hunter-william-langson-lathrop/wQHAYn6NIaKhyg,WHITE,385
6013.jpg,74.2218878882249,99.01399292988806,91.6812137025503,55.63934012288528,79.42014561063884,101.85933423112533,101.47184580422524,121.05858092753135,140.51496086188033,42.474636621988054,56.892934784746394,55.36897497720176,35.116592595731404,45.993205666048055,55.922400199426214,57.475620571296105,7.752910933967914,13.455913889813639,https://lh3.googleusercontent.com/ci/AC_FhM8sx6HYDtF8L_PdyGY-okvdv7LNBl1t4NBQt6UMIdLrIRCrj7iKPlDSocD0pbU-ZlfcaTy7d9c=w218-c-h218-rw-v1,https://artsandculture.google.com/asset/dialogue-with-nature-manolo-romero/cwEn0JYQyZqoXQ,GREEN,6013
9407.jpg,39.24429761804562,59.79742866762057,73.84346856325224,18.632732934938137,133.54454591364365,74.02886962376904,65.33235838734113,131.11232219510143,142.6503871727969,30.476241815931623,36.27393313411873,37.45073765744339,7.572670296736766,42.38599047693615,37.41631247417372,39.30046170033215,4.155994754833872,5.088494258317686,"https://lh3.googleusercontent.com/ci/AC_FhM9gU2-HV23V2kclOHEGKdZalSuHl5P5NBM_X7X1qtQIh0sfBCbuIrPbHjLa61VtT86kIBZI2rA=w218-c-h218-fcrop64=1,1cf00000e3d7ffff-rw-v1",https://artsandculture.google.com/asset/broken-eggs-jean-baptiste-greuze/bAGjsmQGE2QDxw,BROWN,9407
898.jpg,213.8024366635805,215.63847740089219,215.59706674522346,85.41465364868277,15.059990741520075,220.46713239626294,219.36924501304603,127.91530595067755,128.92807844457536,37.91812266649743,35.43013009212441,34.63889835138876,33.27281011585448,30.04699905664405,32.065590283496945,34.08385062121959,2.3103064552673396,8.0418223522066,https://lh3.googleusercontent.com/ci/AC_FhM_bxIcSznSravhVbnqS2dLEkwSEu8Rrnnu7CRD9qI0Or-Zwq-fb5JxFfKWrrhBX3JoMSTUvKw=w218-c-h218-rw-v1,https://artsandculture.google.com/asset/freedom-bird-ibtihaj-ameen/VgHdtYLO3Wp7iw,WHITE,898
14761.jpg,43.10190640518475,46.83547260331622,50.62145442302837,52.85811379513509,52.23049406615605,52.49194091406447,48.78474034172208,129.10279016917767,130.78730746570153,26.336641123529848,30.976674163523985,34.9494970218625,47.65569026735196,22.29999207763877,33.72887147794843,33.90901640078244,1.8764600690844622,5.481661172045826,"https://lh3.googleusercontent.com/ci/AC_FhM9AdksGgHzY2c5pbkTa7RJeRR5eSMwFSrYUa1cl2mF-NkMSPJjiMoHaOSk7k6jZ-OyYNlSvKI8=w218-c-h218-fcrop64=1,00000e28ffffd9c4-rw-v1",https://artsandculture.google.com/asset/adriaen-van-ostade/ggEz5LwAm3dEog,BLACK,14761
1966.jpg,74.00557612995539,107.47178267822574,111.05931739752546,42.52569228179446,91.11398451308813,115.2580380439357,112.58315798333473,124.17189209662486,146.43710546250315,33.699458011893725,49.88003054526567,59.70084742338983,28.480801985957658,35.8616488179801,55.96311976949179,53.29238564724642,3.587328456934276,15.110142577904368,https://lh3.googleusercontent.com/ci/AC_FhM-lvTVNUzv1YzhBUwHwZDkjx25RTHdSC2HU2SYb0eNUxpr_JIUxb4ytvCZBpbnmSy7Sr85qKMM=w218-c-h218-rw-v1,https://artsandculture.google.com/asset/church-aldo-bonadei/lgFUYBy3zGkFpQ,YELLOW,1966
8244.jpg,45.94101927447185,81.88675195690598,122.07469909940241,48.19834189041327,176.7138498442892,131.52274640181804,101.78002693375979,141.5488384816093,155.85800858513593,35.80818849143641,43.455129705039965,55.13391674585156,57.37819249450133,53.88266032154596,45.323118759433584,38.20754755996842,22.990063122930877,19.417676555694634,https://lh3.googleusercontent.com/ci/AC_FhM_5A5gBRkk7hMIGUStqvvDPdHEO7AM-ahQmU9Ml8bDXr7n_zCs0ip4SvcvgmjpiNNGrd4yFyA=w218-c-h218-rw-v1,https://artsandculture.google.com/asset/passing-angel-a-life-summer-diary/6AHw3XMaIui-zA,RED,8244
