folder,file_count
"Anthony Caro","0"
"Jan Martel","0"
"Georges Hoentschel","0"
"Yto Barrada","0"
"Barbara Chase-Riboud","0"
"Dana Zámečníková","0"
"Isidore Konti","0"
"Jesús Rafael Soto","0"
"Barbara Hepworth","0"
"Henry Moore","0"
"Dorothy Doughty","0"
"Nancy Andrews","0"
"Mike Mandel","0"
"Walker Evans","0"
"Deborah Luster","0"
"James Welling","0"
"Larry Fink","0"
"Jim Goldberg","0"
"Wright Morris","0"
"Lewis Baltz","0"
"Graciela Iturbide","0"
"Irving Penn","0"
"Dorothea Lange","0"
"Mark Katzman","0"
"Goshun","0"
"Yolande Delasser","0"
"Mark Ruwedel","0"
"John Tarantino","0"
"Milton Rogovin","0"
"Harry Mann Waddell","0"
"edwin-landseer","0"
"ansel-adams","0"
"georges-de-la-tour","0"
"giorgione","0"
"frederic-leighton","0"
"hans-holbein-the-younger","0"
"paul-gauguin","0"
"leonardo-da-vinci","0"
"childe-hassam","0"
"james-tissot","0"
"max-weber","0"
"Stanislas Lépine","0"
"edward-poynter","0"
"emily-sargent","0"
"auguste-rodin","0"
"ivan-aivazovsky","0"
"vincent-van-gogh","0"
"odilon-redon","0"
"gustave-courbet","0"
