constituentid,name,image_count
2347,"Jost Amman",13
38767,"Theodor Oswald Weigel",13
25252,"Siegfried Barden",13
23481,"Daniel H. Kahnweiler",13
3742,"Asa Cheffetz",13
5992,"Jan de Bray",13
4011,"Richard Earlom",13
50959,"David Funck",13
4359,"Karl Hofer",13
4945,"Merritt Mauzey",13
1098,"Lodovico Carracci",13
8156,"Elizabeth Valentine",13
7545,"Eleanor Gausser",13
7743,"Dorothy Lacey",13
7410,"Marian Curtis Foster",13
7210,"Therkel Anderson",13
7678,"Betty Jacob",13
7383,"Orville Cline",13
7369,"William Paul Childers",13
7424,"Betty Jean Davis",13
7733,"Alfred Koehn",13
7272,"Jack Bochner",13
7333,"Earnest Busenbark",13
7409,"Elizabeth Curtis",13
7491,"Elizabeth Fairchild",13
7963,"Albert Pratt",13
8076,"Richard F. Smith",13
8204,"Wayne White",13
7426,"John Davis",13
3452,"Alfredo Zalce",13
21225,"Paul Maupin",13
2551,"Constantin Guys",13
1923,"David Teniers the Younger",13
22920,"Edouard Ancourt",13
20517,"Christian Nebehay",13
2370,"Jacques Bellange",13
3484,"Fred Becker",13
4852,"Master AD",13
1877,"Alfred Sisley",13
11298,"Jos Hessel",13
3674,"Heinrich Campendonk",13
1475,"Fernand Léger",13
4752,"Margaret Lowengrund",13
14744,"Heinrich Füssli",13
1377,"William Stanley Haseltine",13
828,"Galerie Nathan",13
29320,"Eleanor Widener Dixon",13
2037,"Giovan Federico Bonzagni",13
5429,"Charles Germain de Saint-Aubin",13
1199,"George Cuitt the Younger",13
1248,"Guy Pène du Bois",13
2388,"Giulio Bonasone",13
5950,"Joannes Galle",13
2466,"Alexandre-Gabriel Decamps",13
3954,"G. Douglas",13
4668,"Master of the Cypresses",13
51556,"William Stirling-Maxwell",13
5270,"Maurice Prendergast",13
4034,"Jules Engel",13
3427,"Zao Wou-Ki",13
898,"Galerie Dina Vierny",13
1066,"Sidney Janis Gallery",13
24138,"ERR",13
49002,"Knickerbocker Machine & Foundry",13
844,"Perls Galleries",13
2445,"Cornelis Cornelisz van Haarlem",13
1468,"Jacob Lawrence",13
4983,"Raoul Middleman",13
3258,"Louis Valtat",13
3938,"William Dole",13
5347,"George Rickey",13
1795,"Larry Poons",13
4461,"Gerard de Jode",13
1200,"John Steuart Curry",13
3103,"Keith Sonnier",13
2385,"Oscar F. Bluemner",13
3662,"Robert Allan Cale",13
4441,"Jules-Ferdinand Jacquemart",13
3441,"Albert Edgar Yersin",13
6086,"Maria Denman",13
408,"Paul Magriel",13
30939,"Paul Drake",13
25880,"Chris Sukimoto",13
12961,"Robert von Hirsch",13
4573,"Giuseppe Antonio Landi",13
5917,"Sonia Gechtoff",13
5602,"Martin Johann Schmidt",13
5758,"Charles H. Woodbury",13
5663,"Evan Summer",13
5794,"Gregory Masurovsky",13
6544,"Hans Orlowski",13
10737,"François Langlois",13
3632,"Giovanni Battista Brustolon",13
12592,"Albert Belleroche",13
15236,"Charles M. Young Fine Prints and Drawings",13
16467,"Eugène Cuvelier",13
13547,"Lewis Wickes Hine",13
19385,"John Castagno",13
47089,"Bethesda Fine Art",13
10163,"Robert Barry",13
29783,"Salamander Fine Arts",13
13559,"György Kepes",13
787,"Estate of E. L. Kirchner",13
5479,"Brett Weston",13
26477,"Thomas Consilvio",13
24921,"Robert Keyser",13
23511,"Stefanie Kohn",13
25088,"Louis-Oscar Roty",13
22827,"Michael Rosenfeld Gallery",13
26186,"Karel Malich",13
25709,"Jörn Günther",13
43912,"The Workshop, Inc.",13
27759,"Ethel Baziotes",13
27640,"Heinrich Hoerle",13
29312,"Barry and Gigi Fitzmorris",13
28977,"Barbara Kasten",13
28970,"Conrad Meyer",13
29500,"American Center for Photography",13
30050,"Giovanni De Pian",13
32760,"Detroit Photographic Company",13
30969,"George K. Warren",13
33020,"Mosè Bianchi",13
19944,"Aetna Silkscreen Products",13
47758,"Prairie Print Makers",13
34655,"Ira Eppler",13
4773,"David MacDermott",13
4774,"Diane Conard MacDermott",13
37752,"Georg Bûchner",13
53429,"Jvar Olfenaus",13
35998,"Robert Colescott",13
36345,"Laurie Lambrecht",13
36701,"William Earle Williams",13
37598,"Linda Connor",13
38326,"Honoré de Balzac",13
48114,"Roger Brand",13
46630,"Victor Moscoso",13
47978,"Dave Sheridan",13
47965,"Jack Jackson",13
48119,"Trina Robbins",13
39347,"Prentice H. Polk",13
40748,"P. Frederick Albee, Jr.",13
10086,"Donald Sultan",13
45639,"Allen Dutton",13
44640,"Ms. Cheryl Haines",13
41465,"Donna Ferrato",13
42853,"Ms. Donna Ferrato",13
42921,"Mrs. Herbert Adams",13
39931,"Jim Sundquist",13
39703,"Henry Chapman Ford",13
42508,"Carl Nebel",13
21725,"Doris Ulmann",13
6457,"John Andrew & Son",13
50918,"William A. Clark Fund",13
52179,"Zarina",13
52738,"Diana and Mallory Walker",13
53664,"Marta María Pérez Bravo",13
9526,"Frederik Muller & Co.",12
9392,"Alessandro Castellani",12
1775,"Rembrandt Peale",12
1735,"George Morland",12
2294,"Adriaen de Vries",12
2277,"Andrea Spinelli",12
9908,"Faenza 16th Century",12
2312,"Maestro Giorgio Andreoli of Gubbio",12
4563,"Jean Jacques Lagrenée II",12
5184,"Peregrino da Cesena",12
2513,"Henry Fuseli",12
38593,"Cortlandt Field Bishop",12
24316,"Maurice Gobin",12
1253,"Jules Dupré",12
4988,"Pierre Mignard I",12
22403,"Arkady Nikolaevitch Alferoff",12
4036,"Gottfried Engelmann",12
4704,"Martin Lewis",12
4717,"Lionel Lindsay",12
5307,"Auguste Raffet",12
5451,"Roelandt Savery",12
4378,"Gerrit van Honthorst",12
3531,"Bartolomeo Biscaino",12
2012,"Baccio Bandinelli",12
2504,"Frans Floris I",12
8211,"Sarah F. Williams",12
7717,"William Kerby",12
8134,"Andrew Topolosky",12
8058,"Wilford H. Shurtliff",12
8150,"Alfonso Umana",12
7880,"Ralph N. Morgan",12
8201,"Richard Whitaker",12
7397,"Alice Cosgrove",12
7707,"Creighton Kay-Scott",12
7813,"Daniel Marshack",12
7902,"Lelah Nelson",12
8069,"Cecil Smith",12
7904,"Raymond Neumann",12
7814,"Claude Marshall",12
8151,"Edward Unger",12
8084,"Charlotte Sperber",12
8097,"Arthur Stewart",12
7723,"Harry King",12
7494,"Paul Farkas",12
7308,"George C. Brown",12
7689,"Dorothy Johnson",12
7523,"Lawrence Foster",12
7903,"Anne Nemtzoff",12
7621,"Mary Hansen",12
8231,"Jessie M. Youngs",12
8100,"Joseph Stonefield",12
7592,"Rosamond P. Gray",12
8135,"Pearl Torell",12
7986,"Winslow Rich",12
340,"Mrs. Barbara Hutton",12
2363,"Gifford Beal",12
3091,"Jules André Smith",12
4625,"François Le Febvre",12
277,"William C. Freeman",12
1265,"Jacob Eichholtz",12
3454,"Anton Maria Zanetti I",12
4096,"Albert Flamen",12
494,"Curt Hugo Reisinger",12
3814,"Jacob Cornelisz van Oostsanen",12
50901,"Doen Pietersz",12
4810,"Marco Dente",12
6243,"William Hole",12
8521,"Galerie van Diemen & Co.",12
26180,"Philip Lehman",12
203,"Mrs. Charles S. Carstairs",12
9156,"Thurston Thacher",12
2952,"Peggy Bacon",12
243,"Mrs. Charles D. Draper",12
3761,"Giovanni Battista Cipriani",12
2074,"Cristoforo di Geremia",12
37820,"Princess Belgioioso",12
2125,"Andrea Guacialoti",12
2270,"Antonio Francesco Selvi",12
4072,"Eugene Feldman",12
499,"Rijksmuseum",12
3884,"Worden Day",12
599,"Lady Roxana Wentworth Vereker",12
5432,"Kiyoshi Saito",12
4306,"Grace Hartigan",12
2734,"Egon Schiele",12
3137,"Ian Strang",12
1406,"John Hultberg",12
4485,"Hilda Katz",12
5325,"Jean Eric Rehn",12
1416,"Billy Morrow Jackson",12
4304,"W. Hart",12
1821,"Ad Reinhardt",12
2719,"Robert Rosenwald",12
736,"Herbert E. Feist Gallery",12
3478,"Nicolas Beatrizet",12
276,"Mrs. Joanne Freedman",12
3472,"Lambert Suavius",12
773,"Henri Gallery",12
753,"Martin Gordon Gallery, Inc.",12
108,"Mr. Stephen Spector",12
209,"Mrs. Gilbert W. Chapman",12
296,"Mr. and Mrs. Paul Gebel",12
52616,"Pieter Willem van Doorne",12
594,"Mr. and Mrs. David Tunick",12
1926,"Alma Thomas",12
5286,"Wallace Bradstreet Putnam",12
53514,"Blue Moon Gallery, Yorktown Heights, NY",12
53515,"George Miller and Son, New York",12
2571,"Hans Hofmann",12
7178,"Mr. and Mrs. Lee G. Rubenstein",12
807,"Ms. Lorna Lowe",12
3948,"Gustave Doré",12
1741,"William Sidney Mount",12
2802,"Robert Walter Weir",12
727,"André Emmerich Gallery",12
4685,"Conrad Felixmüller",12
5688,"Arnold von Westerhout",12
611,"Washington Print Club",12
2782,"Paul Troger",12
384,"Mr. Parker Lesley",12
605,"Lila Acheson Wallace National Gallery of Art Fund",12
239,"Mr. John Dimick",12
772,"Mr. Peter Mark Held",12
5492,"Ernest Fiene",12
5747,"Ira Moskowitz",12
5764,"Mahonri Mackintosh Young",12
5785,"Gabriel Kohn",12
5661,"William Baziotes",12
1075,"Mr. Arthur G. Rosen",12
5895,"Crescenzio Onofri",12
64,"Mrs. Edward R. Gray",12
49777,"Krystine Graziano",12
50134,"John Carlson",12
48702,"Sarah Todd",12
6351,"Gwen John",12
1322,"Kimbell Art Museum",12
1564,"Mr. David Grinnell",12
6575,"Sir William Rothenstein",12
1583,"John Wilmerding Fund",12
23331,"Forum Gallery",12
1274,"Professor Karl Lunde",12
5133,"Emil Orlik",12
28284,"William Perkins Babcock",12
1666,"Mr. and Mrs. Robert G. Cleveland",12
1849,"M. et Mme. Hubert Prouté",12
17806,"Pace Prints",12
9647,"Ms. Nesta Spink",12
9820,"Hercules Brabazon Brabazon",12
12128,"François Perrier",12
20131,"Vern Milligan",12
13224,"Estate of Elizabeth C. Lukacs",12
13937,"Photographer unknown",12
14435,"Donald Holden",12
15103,"James Lesesne Wells",12
13359,"William Henry Fox Talbot",12
16506,"Harold Edgerton",12
17582,"Ruth Benedict Purchase Fund",12
18482,"Antonio Baratta",12
22964,"Mr. Edward Hyde Cox",12
23093,"Ray K. Metzker",12
23479,"The Estate Project for Artists with AIDS",12
23634,"Crispian Riley-Smith",12
23897,"Marvin Hoshino",12
27346,"Mr. Gerry Elliott",12
28747,"Deborah Bell",12
7158,"Robert Creeley",12
25136,"Guy van Hoorebeke",12
25656,"Melanie Eve Barocas",12
25870,"Philip Evergood",12
22311,"April Gornik",12
28727,"Miguel Cervantes",12
28102,"Vintage Gallery",12
29124,"Milton M. Gottesman",12
26761,"Paul M. Dowling",12
29748,"Jörg Schmeisser",12
29980,"David Zwirner",12
23247,"Wolfgang Volz",12
31022,"Galerie Daniel Blau",12
31029,"Colles Baxter Larkin",12
31332,"Brand X Projects",12
37893,"Faith Ringgold",12
33056,"Ann Winsor Moniz",12
33080,"Ross Merrill",12
34883,"Factory Additions",12
34414,"Bruce Steinhardt",12
33844,"William Norman",12
34466,"Wilhelmina F. Jashemski",12
34102,"Elizabeth O'Neill Verner",12
33137,"A. Grant Arnold",12
25826,"Edgar Dorsey Taylor",12
33826,"Arthur George Murphy",12
34101,"Anthony Velonis",12
34090,"Charles Turzak",12
23450,"International Center of Photography",12
15541,"Earl A. Powell, III",12
34783,"Olafur Eliasson",12
34808,"Wolfgang Tillmans",12
23124,"Carl August Lebschée",12
37963,"Johannes M. von Hermann",12
27735,"Gitterman Gallery",12
35991,"Tomma Abts",12
35992,"Mamma Andersson",12
36149,"Cherry and Martin Gallery",12
36274,"Vibeke Tandberg",12
37306,"Johan Deumens Gallery",12
37533,"Luigi Conconi",12
38220,"Drs. Yvonne and A. Peter Weiss",12
38309,"Dirck Stoop",12
38361,"Richard and Elaine Kaufman",12
39330,"Joel Meyerowitz",12
40724,"Pat Oliphant",12
43818,"Mr. Pat Oliphant",12
46022,"Susan Conway",12
42689,"Ms. Anne Kohs",12
23374,"Gorham Manufacturing Company",12
43620,"Mrs. Arthur B. Davies",12
39204,"William Heine",12
49624,"G. P. Putnam & Co.",12
46178,"Estate of Ann Doyle",12
41057,"Nigel Poor",12
46323,"McNeil Americana Collection",12
29460,"Libreria Antiquaria Mediolanum S.R.L.",12
20905,"Robert Blyth",12
49762,"Scott Nathan and Laura DeBonis Fund",12
2992,"Adolphe-Jean-Baptiste Bayot",12
37541,"United Press Association",12
50201,"Lynne Cohen",12
51639,"LIGHT Gallery",12
50789,"Lynne Horning",12
51633,"Susan Ehrens",12
51996,"Orkin/Engel Film and Photo Archive",12
47394,"Kohler Foundation, Inc.",12
52318,"Doris A. Derby",12
52571,"Petzel",12
52949,"Alejandro Cartagena",12
52973,"Ellsworth Kelly Studio",12
52990,"George Grove",12
53430,"Sophie Rivera",12
49404,"H. Nichols B. Clark",12
54309,"Cardinal Point Press",12
8663,"Henry Wallis & Son",11
9525,"Professor Luigi Grassi",11
1863,"Hans Leonard Schäufelein",11
8415,"Trotti et Cie",11
1170,"Correggio",11
559,"Jacopo Bassano",11
3295,"Enea Vico",11
6978,"John Boydell",11
1948,"John Vanderlyn",11
1997,"Adriano Fiorentino",11
9555,"Émile Gavet",11
3481,"Jacques-Firmin Beauvarlet",11
3867,"Jean Daullé",11
1129,"William Merritt Chase",11
14352,"Justin K. Thannhauser",11
24308,"Jean Goriany",11
3562,"Nicolò Boldrini",11
2939,"William Auerbach-Levy",11
949,"Frank Weston Benson",11
5340,"Frederick T. Reynolds",11
3651,"Thomas Butts, Jr.",11
2434,"Théodore Chassériau",11
3794,"Hans Collaert the Elder",11
3812,"Bartolomeo Coriolano",11
51727,"Albert W. Scholle",11
3118,"Hans Springinklee",11
24258,"Gustave Pellet",11
38609,"Franz Rechberger",11
21927,"Eugène Delâtre",11
2642,"Gerhard Marcks",11
1239,"Gerrit Dou",11
5287,"Ramón Puyol",11
52492,"Altavoz del Frente",11
3321,"Johannes van Vliet",11
49429,"H.C. Dickins",11
11045,"Louis Olry-Roederer",11
13621,"Johann Georg von Dillis",11
7927,"Gladys C. Parker",11
7992,"Mabel Ritter",11
7457,"Phyllis Dorr",11
8094,"Erwin Stenzel",11
7681,"Percival Jenner",11
7790,"Gene Luedke",11
7257,"Milton Bevier",11
7907,"Eva Noe",11
7565,"Robert Gilson",11
7521,"Clementine Fossek",11
8042,"Christabel Scrymser",11
7346,"Joseph Cannella",11
8258,"George B. Wally",11
8195,"Luther D. Wenrich",11
7891,"Franklin C. Moyan",11
7245,"Leonard Battee",11
7899,"Florence Neal",11
7896,"Alfred Nason",11
7443,"Edward DiGennero",11
7869,"Joseph Mitry",11
1174,"Gustave Courbet",11
4396,"Ian Hugo",11
4144,"Sue Fuller",11
3847,"Nathaniel Currier",11
2909,"Antonio da Trento",11
32799,"Euphorion Verlag",11
1254,"Asher Brown Durand",11
5226,"Bartolomeo Pinelli",11
5230,"Francesco Piranesi",11
6311,"Willem van Swanenburgh",11
5870,"Jean-Jacques Boissard",11
5424,"Raphael Sadeler I",11
3542,"Julius Bloch",11
392,"Sam A. Lewisohn",11
3124,"Jakob Steinhardt",11
26489,"Gualtiero Volterra",11
1781,"Ammi Phillips",11
3198,"Jean-Baptiste Tilliard",11
2517,"Emil Ganso",11
4404,"Victoria Hutson Huntley",11
8297,"Milanese 15th Century",11
37829,"Joseph Fau",11
2257,"Giovanni Antonio de' Rossi",11
9371,"Marius de Zayas",11
24235,"Eugene and Agnes Ernst Meyer",11
2308,"British 20th Century",11
2009,"Jean (Hans) Arp",11
13804,"Henry Oppenheimer",11
49576,"Delphic Arts",11
5320,"N. Krishna Reddy",11
169,"The Honorable William Benton",11
4761,"Ludwig of Ulm",11
24259,"Palais Galliera",11
3387,"Tom Wesselmann",11
2639,"Karel van Mander I",11
2398,"Bartholomeus Breenbergh",11
2402,"Paul Bril",11
5370,"Roelant Roghman",11
598,"Mrs. Eugène Vail",11
382,"Mr. and Mrs. John Ulric Nef",11
12862,"Maurice de Marignane",11
2451,"Pieter Molijn",11
309,"Mrs. Irving Gumbel",11
3098,"John Sommers",11
4215,"Norbert Goeneutte",11
18410,"A.-J. de Fehrt",11
4292,"Richard Hamilton",11
3932,"Christian Wilhelm Ernst Dietrich",11
2450,"Pier Francesco Mola",11
2772,"Pavel Tchelitchew",11
845,"Monsieur Jacques Petit-Hory",11
2710,"William Trost Richards",11
2578,"William Morris Hunt",11
2472,"John Moran",11
2661,"Thomas Nast",11
2693,"Hiram Powers",11
2442,"Samuel Colman",11
5659,"John Altoon",11
5856,"Thom O'Connor",11
5570,"Sir Edward Coley Burne-Jones",11
5738,"Thomas Schofield Handforth",11
5843,"Dick Wray",11
6051,"Pierre Joseph Redouté",11
6510,"Richard Anuszkiewicz",11
89,"Mr. and Mrs. Raymond J. Horowitz",11
50424,"Brent Kadlatz",11
1580,"Berry-Hill Galleries",11
43626,"Lunn Gallery",11
7188,"Mr. and Mrs. George Abrams",11
1235,"Mrs. Ruth Blumka",11
48224,"Gretchen Ewert",11
9728,"Niccolò Gaddi",11
54143,"The ""Chief Framer""",11
9688,"Coubertin Factory",11
6865,"George McNeil",11
10792,"Bernheimer Fine Arts Ltd.",11
25881,"Stephanie Wagner",11
20045,"Domberger KG",11
13430,"Noortman Master Paintings",11
14063,"Willem van de Velde the Elder",11
16040,"William S. Burroughs",11
10052,"Giovanni Martino Hamerani",11
17808,"Mr. and Mrs. Robert P. Mann",11
6047,"James Gillray",11
19575,"Mr. G. W. Einstein",11
19593,"Hiroshi Sugimoto",11
54245,"Paul Singdahlsen",11
23172,"Lois and Robert Erburu",11
22224,"Barbara Bladen Porter",11
19104,"Shoichi Ida",11
10503,"Thomas Williams, Ltd.",11
25882,"Desiree Scott",11
23610,"Pierre-Jules Mêne",11
23740,"Louisa Chase",11
10985,"Thomas Shotter Boys",11
24659,"Robert Heinecken",11
26511,"Harold Jones",11
25687,"Bohumil Hrabal",11
27082,"Jennifer Melko",11
35309,"Jacoba van Heemskerck van Beest",11
36215,"Joseph M. Cohen",11
12229,"Antonio Susini",11
20144,"Patricia Branstead",11
27664,"Stoppenbach and Delestre, Ltd.",11
28975,"Monica and Hermen Greenberg",11
12999,"Sonnabend Gallery",11
29797,"Dyke Fund",11
33010,"Brand X Editions",11
34642,"Erik Beehn",11
35003,"Federal Art Project (Pennsylvania)",11
47609,"Shi Ji-Hong",11
33567,"Irwin D. Hoffman",11
22348,"Stefan Hirsch",11
33837,"Jackson Lee Nesbitt",11
34106,"Herman Volz",11
33808,"Claire Mahl Moore",11
33127,"William Parker Abbe",11
34784,"Anna Gaskell",11
35315,"Otto Lange",11
35411,"Abraham Palukst",11
36001,"Susan Middleton",11
47022,"Jay Kinney",11
38862,"Joe Maloney",11
38894,"Max Thalmann",11
39429,"Carl C. Brenner",11
42249,"Juan Downey",11
48300,"R. H. Simmons",11
43878,"Mr. and Mrs. James W. Singer",11
41470,"Frank Paulin",11
42859,"Mr. Bruce Silverstein",11
42892,"Ms. Parker Stephenson",11
47078,"Edward C. and Mary Emma Griffin Walker",11
39284,"Anthony Hernandez",11
44563,"Simon Norfolk",11
46303,"Tinwood Alliance",11
51127,"Robert Henry Adams Fine Art",11
46895,"Will Petersen",11
50976,"Jan Murdock",11
43840,"P. Dee and Donald C. Kirkpatrick",11
17938,"Francesco Galimberti",11
48660,"David T. Hanson",11
49552,"Verlag der Quelle",11
49875,"Galerie Alfred Kren, Cologne",11
50185,"Dan Albert Benveniste",11
50186,"Mette Ulstrup",11
49629,"Lowell Libson and Jonny Yarker, Ltd., London",11
49854,"Niu Weiyu",11
24597,"Hiram Butler Gallery",11
52217,"Baskin Art Studios, University of California at Santa Cruz",11
52665,"John Harding",11
52898,"Paul Taylor",11
51184,"Courtney Sennish",11
53772,"Ray Mortenson",11
24372,"Phillips",10
9404,"Otto H. Kahn",10
8671,"George John Spencer, 2nd earl Spencer",10
1951,"Johannes Vermeer",10
1717,"Gabriel Metsu",10
8675,"John Levy Galleries",10
8627,"Asher Wertheimer",10
1811,"Sir Henry Raeburn",10
23719,"Eugène Piot",10
22440,"Unknown Dealer",10
8837,"A.S. Drey",10
4032,"Adam Elsheimer",10
2698,"Samuel Prout",10
8401,"Henry Osborne Havemeyer",10
939,"Bernardo Bellotto",10
10227,"Jean-Baptiste Faure",10
9840,"Sir George Hayter",10
9049,"Scott & Fowles",10
2243,"Hans Reinhart the Elder",10
2336,"Francesco Xanto Avelli",10
10446,"Sir William Bennett",10
3753,"Pierre-Philippe Choffard",10
3912,"Francois-Nicolas-Barthelemy Dequevauviller",10
2886,"Pierre-Michel Alix",10
4800,"Jean-Baptiste Mallet",10
567,"Mrs. Jesse Isidor Straus",10
10295,"John Malcolm",10
4882,"Master FVB",10
2869,"Clifford Addams",10
2889,"James E. Allen",10
22414,"Wilhelm Eduard Drugulin",10
20762,"Jean Camberlyn",10
3489,"Adolfo Bellocq",10
3537,"Edmund Blampied",10
3743,"Philip Cheney",10
3822,"John E. Costigan",10
3837,"Lucas Cranach the Younger",10
22543,"August Artaria",10
37776,"Roger Marx",10
52725,"Pola Gauguin",10
52760,"Christian Cato",10
4243,"Gordon Grant",10
4381,"Hieronymus Hopfer",10
4868,"Master of the Die",10
10193,"Alphonse Wyatt Thibaudeau",10
53730,"Jules Niel",10
5027,"William Evan Charles Morgan",10
3347,"William Ward",10
25877,"Enrico Cernuschi",10
29547,"Michele Cavaleri",10
1070,"Spink & Son Ltd.",10
7897,"Lena Nastasi",10
8208,"Edward D. Williams",10
7791,"Howard Lumbard",10
7347,"Ernest Capaldo",10
7450,"Juanita Donahoo",10
7593,"Mina Greene",10
7453,"Thomas Dooley",10
7233,"Gerard Barnett",10
7895,"Vincent Murphy",10
7529,"Cornelius Frazier",10
8229,"Lyman Young",10
7342,"Albert Camilli",10
7273,"Molly H. Bodenstein",10
7672,"Willoughby Ions",10
8071,"Harold Smith",10
7306,"Ethelbert Brown",10
8200,"Stewart Wheeler",10
8190,"Carl Weiss",10
7292,"Robert Brigadier",10
7451,"Donald Donovan",10
7754,"Ursula Lauderdale",10
7616,"Dorothy Handy",10
7508,"Ulrich Fischer",10
7697,"John Jordan",10
7914,"Hilda Olson",10
7670,"Hazel Hyde",10
8036,"Richard Schoene",10
1413,"George Inness",10
2998,"Carl M. Schultheiss",10
3283,"Carle Vernet",10
4903,"Léon Davent",10
4231,"Douglas Warner Gorsline",10
11297,"Alexandre Berthier, 4th Prince de Wagram",10
10212,"Arnold & Tripp",10
29225,"Hans Collaert the Younger",10
3341,"Robert Walker",10
6275,"Daniel Mytens the Elder",10
2653,"Theodor Matham",10
5880,"Pieter de Jode I",10
4557,"Jean-Émile Laboureur",10
4547,"Alfred Kubin",10
6183,"John Chantry",10
6247,"Frederik Hendrik van den Hove",10
8491,"Baron Heinrich Thyssen-Bornemisza",10
516,"Arthur Sachs",10
14346,"Francis Egerton, 1st Earl of Ellesmere",10
8695,"Sir John Murray Scott",10
9047,"Amélie-Julie- Charlotte Castelnau, Lady Wallace",10
2218,"Augustin Pajou",10
1434,"John Frederick Kensett",10
9124,"Harry Stone Gallery",10
9270,"Valentine Gallery",10
1118,"Thomas Chambers",10
2295,"Jean Warin",10
2186,"Master of the Orpheus Legend",10
2174,"Master of Coriolanus",10
2287,"Ulocrino",10
2031,"Giovanni Boldù",10
2216,"Maffeo Olivieri",10
8303,"Bolognese 15th Century",10
2293,"Alessandro Vittoria",10
2035,"Giovanni Battista Cambio, called Bombarda",10
8322,"Bolognese 16th Century",10
3789,"Warrington Colescott",10
